# Layout rows the NPC kernel's shape recovers by reading bodies (story 29b-0), applied by
# `uv run elysium research kernel_shape` on top of what the datamaps state.
#
# module	class	offset	name	type	count	tier	evidence
#
# tier: sdk-order = named by SDK 2013's declaration order between datamap neighbours, type confirmed
#       doc       = an oracle document names this offset on this class (the evidence cites it)
#       walked    = named and typed by reading the bodies the evidence cites
#       unsettled = read, and the reading cannot decide (the evidence says why)
# `class` is the layout table the row belongs to (`CAI_BaseNPCTroika` for its whole chain, else the
# species class). One row per word; an aggregate (array, embedded struct) has a row at its first
# offset carrying the aggregate's type and count, and its touched elements rows of their own.
vampire.dll	CAI_BaseActor	0x5f44	CAI_ExpresserSink::vftable	vftable*	1	walked	Ctor 0x10260b30 installs vftable_CAI_ExpresserSink here, then CAI_ExpressiveNPC_at24388, then CAI_BaseHumanoid_at24388: the secondary base's vtable pointer (same row as partition F6 under CAI_ExpressiveNPC).
vampire.dll	CAI_BaseActor	0x5f48	m_pExpresser	CAI_Expresser*	1	walked	Ctor 0x10260b30 zeroes it right after installing the CAI_ExpresserSink vtable at +0x5f44; CreateComponents 0x10312cd0 stores the created expresser here (same row as partition F6 under CAI_ExpressiveNPC).
vampire.dll	CAI_BaseActor	0x5f4c	m_fLatchedPositions	int	1	sdk-order	Ctor 0x10260b30 zeroes it; UpdateLatchedValues 0x1025e7b0 tests and sets bit 2 (latch eye origin +0x5f50 and head direction +0x5f68 from the eyes attachment) and bit 1 (eye direction +0x5f5c); SetHeadDirection 0x1025eaf0, 0x1025efc0 and slot 250 0x1025e4e0 clear both and slot 277 0x1025e780 clears bit 1, matching SDK 2013 HUMANOID_LATCHED_EYE/HEAD.
vampire.dll	CAI_BaseActor	0x5f50	m_latchedEyeOrigin	Vector	1	sdk-order	Ctor 0x10260b30 fills it from DAT_1070d1b0 (vec3_origin); UpdateLatchedValues 0x1025e7b0 writes the eyes attachment origin (or a fallback origin) into it; slot 193 0x1025e8e0 (EyePosition) returns it.
vampire.dll	CAI_BaseActor	0x5f54	m_latchedEyeOrigin.y	float	1	sdk-order	Second component of m_latchedEyeOrigin (+0x5f50), written by ctor 0x10260b30 and UpdateLatchedValues 0x1025e7b0, returned by 0x1025e8e0.
vampire.dll	CAI_BaseActor	0x5f58	m_latchedEyeOrigin.z	float	1	sdk-order	Third component of m_latchedEyeOrigin (+0x5f50), written by ctor 0x10260b30 and UpdateLatchedValues 0x1025e7b0, returned by 0x1025e8e0.
vampire.dll	CAI_BaseActor	0x5f5c	m_latchedEyeDirection	Vector	1	sdk-order	Ctor 0x10260b30 fills it with vec3_origin; UpdateLatchedValues 0x1025e7b0 writes the viewtarget (slot 0x458) minus m_latchedEyeOrigin and normalises it; slot 373 0x1025f0b0 (EyeDirection3D) returns it.
vampire.dll	CAI_BaseActor	0x5f60	m_latchedEyeDirection.y	float	1	sdk-order	Second component of m_latchedEyeDirection (+0x5f5c), written by ctor 0x10260b30 and 0x1025e7b0, returned by 0x1025f0b0.
vampire.dll	CAI_BaseActor	0x5f64	m_latchedEyeDirection.z	float	1	sdk-order	Third component of m_latchedEyeDirection (+0x5f5c), written by ctor 0x10260b30 and 0x1025e7b0, returned by 0x1025f0b0.
vampire.dll	CAI_BaseActor	0x5f68	m_latchedHeadDirection	Vector	1	sdk-order	Ctor 0x10260b30 fills it with vec3_origin; UpdateLatchedValues 0x1025e7b0 writes the AngleVectors of the eyes attachment angles into it; HeadDirection3D 0x1025f160 returns it.
vampire.dll	CAI_BaseActor	0x5f6c	m_latchedHeadDirection.y	float	1	sdk-order	Second component of m_latchedHeadDirection (+0x5f68), written by ctor 0x10260b30 and 0x1025e7b0, returned by HeadDirection3D 0x1025f160.
vampire.dll	CAI_BaseActor	0x5f70	m_latchedHeadDirection.z	float	1	sdk-order	Third component of m_latchedHeadDirection (+0x5f68), written by ctor 0x10260b30 and 0x1025e7b0, returned by HeadDirection3D 0x1025f160.
vampire.dll	CAI_BaseActor	0x5f80	m_flBlinktime	float	1	sdk-order	Ctor 0x10260b30 zeroes it; MaintainLookTargets (slot 333) 0x1025fa50 toggles the blink word +0x854 when it is below curtime and rearms it to curtime + RandomFloat(1.5, 4.5), which is SDK 2013's blink timer.
vampire.dll	CAI_BaseActor	0x5f84	m_hLookTarget	EHANDLE	1	sdk-order	Ctor 0x10260b30 writes -1 (twice, matching SDK 2013's m_hLookTarget(NULL) initialiser) between m_flBlinktime +0x5f80 and m_lookQueue +0x5f88; no humanoid body reads it.
vampire.dll	CAI_BaseActor	0x5f88	m_lookQueue	CAI_InterestTarget	1	sdk-order	Ctor 0x10260b30 constructs a CUtlVector here (0x10263fb0(0,0), m_Size +0x5f94 = 0, m_pElements +0x5f98 = m_pMemory); MaintainLookTargets 0x1025fa50 and slots 535/536 0x1025f8e0/0x1025f760 walk 0x24-byte CAI_InterestTarget_t entries (+4 handle, +8 position, +0x14/+0x18 start/end, +0x1c ramp, +0x20 interest), expire them and remove them.
vampire.dll	CAI_BaseActor	0x5f94	m_lookQueue.m_Size	int	1	sdk-order	Count of m_lookQueue (+0x5f88): zeroed by ctor 0x10260b30, loop bound and decrement in MaintainLookTargets 0x1025fa50 and the removers 0x1025f760/0x1025f8e0, non-zero test in slot 586 0x1025f1a0 (HasActiveLookTargets).
vampire.dll	CAI_BaseActor	0x5f98	m_lookQueue.m_pElements	CAI_InterestTarget_t*	1	sdk-order	Ctor 0x10260b30 copies m_pMemory (+0x5f88) into it; destructor slot 5 0x10260de0 rewrites it on teardown (retail CUtlVector fifth word).
vampire.dll	CAI_BaseActor	0x5f9c	m_iszExpressionScene	string_t	1	sdk-order	SetExpression 0x10260670 clears it and then stores the scene name here after the scene starter fills +0x5fa0; ClearExpression 0x10260750 zeroes it; MaintainLookTargets 0x1025fa50 restarts the scene when it is set and the +0x5fa0 handle is dead.
vampire.dll	CAI_BaseActor	0x5fa0	m_hExpressionSceneEnt	EHANDLE	1	sdk-order	Ctor 0x10260b30 writes -1; SetExpression 0x10260670 and MaintainLookTargets 0x1025fa50 pass its address to the scene starter 0x10084b40 and test the resolved handle.
vampire.dll	CAI_BaseHumanoid	0x5fa8	m_iszIdleExpression	string_t	1	walked	Zeroed by ctor 0x10260b30; SelectRandomExpressionForState (slot 589) 0x10260540 returns it for NPC_STATE_IDLE (1) unless m_iszExpressionOverride +0x5fa4 is set.
